CBO;Cargo;Jornada;Piso;Média;Maior;Salário/Hora
612510;Abacaxicultor;43;1550,11;2183,25;3299,39;10,16
263105;Abade;42;1851,01;2607,06;3939,87;12,49
263105;Abadessa;42;1851,01;2607,06;3939,87;12,49
622020;Abanador na agricultura;44;954;1183,46;1788,48;5,39
862120;Abastecedor de caldeira;43;1177,83;1658,91;2507,00;7,64
862160;Abastecedor de combustível de aeronave;44;1033,97;1456,29;2200,79;6,68
784205;Abastecedor de linha de produção;44;954;1288,50;1947,22;5,89
784205;Abastecedor de máquinas de linha de produção;44;954;1288,50;1947,22;5,89
632605;Abastecedor de silos de carvão;43;954;1137,06;1718,37;5,28
848505;Abatedor;44;954;1256,29;1898,54;5,73
632125;Abatedor - na extração de madeira;44;954;1107,52;1673,72;5,04
848505;Abatedor de animais;44;954;1256,29;1898,54;5,73
848505;Abatedor de aves;44;954;1256,29;1898,54;5,73
848505;Abatedor de gado;44;954;1256,29;1898,54;5,73
848505;Abatedor de galinha;44;954;1256,29;1898,54;5,73
848505;Abatedor de porco;44;954;1256,29;1898,54;5,73
848505;Abatedor em matadouro;44;954;1256,29;1898,54;5,73
613405;Abelheiro;44;954;1130,45;1708,37;5,15
711410;Abridor - nas salinas;44;954;1100,11;1662,52;5,02
761205;Abridor de lã;44;954;1254,32;1895,56;5,74
768125;Acabador de chapéus de palha;44;954;1012,27;1529,78;4,6
766305;Acabador de embalagens (flexíveis e cartotécnicas);44;1012,15;1425,57;2154,36;6,51
722305;Acabador de macho - na fundição;44;954;1254,99;1896,58;5,72
716525;Acabador de mármore e granito;44;1149,39;1618,85;2446,46;7,37
722315;Acabador de moldes (fundição);43;1019,97;1436,58;2171,00;6,63
712220;Acabador de pedras;44;1044,12;1470,60;2222,41;6,73
716105;Acabador de superfícies de concreto;44;1101,44;1551,33;2344,41;7,07
715205;Acafelador;44;1034,45;1456,98;2201,83;6,63
632405;Açaizeiro;44;954;1136,53;1717,57;5,21
721325;Acepilhador de metais;44;1102,13;1552,30;2345,88;7,07
761240;Acertador de maçaroqueira;44;1132,80;1595,49;2411,15;7,25
516210;Acompanhante de idosos;42;954;1216,69;1838,70;5,86
848510;Açougueiro;44;964,03;1357,79;2051,93;6,19
848520;Açougueiro classificador (exclusive comércio);44;954;1248,17;1886,26;5,69
848525;Açougueiro cortador (exclusive comércio);44;954;1296,43;1959,20;5,9
848515;Açougueiro desossador;44;1042,94;1468,93;2219,89;6,69
848510;Açougueiro retalhista;44;964,03;1357,79;2051,93;6,19
376205;Acrobata;44;1020,14;1436,81;2171,35;6,59
322105;Acupuntor;39;1399,70;1971,41;2979,25;10,03
322105;Acupunturista;39;1399,70;1971,41;2979,25;10,03
261505;Adaptador de obras para teatro;34;5814,56;8189,52;12376,24;47,94
141410;Adegueiro;44;1070,09;1507,16;2277,67;6,9
141405;Adeleiro (comércio atacadista);44;954;1334,94;2017,41;6,09
141410;Adeleiro (comércio varejista);44;1070,09;1507,16;2277,67;6,9
623125;Adestrador (eqüinos);44;962,03;1354,97;2047,67;6,17
623105;Adestrador de animais de trabalho ( asininos e muares);44;954;1207,26;1824,44;5,49
252105;Administrador;43;2989,61;4210,72;6363,37;19,81
141505;Administrador (serviço de hospedagem);44;2558,56;3603,60;5445,87;16,49
263105;Administrador apostólico;42;1851,01;2607,06;3939,87;12,49
131210;Administrador de ambulatório;41;5405,04;7612,73;11504,59;36,78
261305;Administrador de arquivos;43;1128,23;1589,05;2401,42;7,38
212305;Administrador de banco de dados;41;4161,78;5861,66;8858,32;28,28
141505;Administrador de camping;44;2558,56;3603,60;5445,87;16,49
141715;Administrador de carteiras de câmbio e comércio exterior;43;5763,75;8117,96;12268,11;37,58
141720;Administrador de carteiras de crédito e cobrança;43;3402,38;4792,09;7241,95;22,14
141725;Administrador de carteiras de crédito imobiliário;43;3324,69;4682,67;7076,59;21,55
142405;Administrador de compras;43;4215,32;5937,06;8972,27;27,35
252210;Administrador de contadorias e registros fiscais;43;2887,87;4067,43;6146,82;18,95
510110;Administrador de edifícios;43;1665,82;2346,23;3545,69;10,8
252105;Administrador de empresas;43;2989,61;4210,72;6363,37;19,81
141505;Administrador de empresas de hospedagem;44;2558,56;3603,60;5445,87;16,49
141120;Administrador de empresas de pesca;44;2127,62;2996,65;4528,63;13,62
252505;Administrador de fundos e carteiras de investimento;42;5011,28;7058,14;10666,48;33,86
131115;Administrador de instituições culturais;42;2938,92;4139,33;6255,48;19,52
252105;Administrador de marketing;43;2989,61;4210,72;6363,37;19,81
142415;Administrador de materiais;44;1894,38;2668,14;4032,17;12,22
252105;Administrador de orçamento;43;2989,61;4210,72;6363,37;19,81
252105;Administrador de patrimônio;43;2989,61;4210,72;6363,37;19,81
252105;Administrador de pequena e média empresa;43;2989,61;4210,72;6363,37;19,81
142210;Administrador de pessoal;43;2266,70;3192,54;4824,66;14,77
252105;Administrador de recursos humanos;43;2989,61;4210,72;6363,37;19,81
252105;Administrador de recursos tecnológicos;43;2989,61;4210,72;6363,37;19,81
212310;Administrador de rede e de sistemas computacionais;42;3210,32;4521,57;6833,14;21,62
212310;Administrador de redes;42;3210,32;4521,57;6833,14;21,62
141510;Administrador de refeitório;44;1518,75;2139,09;3232,66;9,79
141510;Administrador de restaurante;44;1518,75;2139,09;3232,66;9,79
212310;Administrador de sistema operacional de rede;42;3210,32;4521,57;6833,14;21,62
212315;Administrador de sistemas computacionais;42;3160,61;4451,57;6727,34;21,1
212315;Administrador de sistemas operacionais;42;3160,61;4451,57;6727,34;21,1
212315;Administrador de sistemas operacionais de rede;42;3160,61;4451,57;6727,34;21,1
212320;Administrador em segurança da informação;41;4421,91;6228,04;9412,01;30,13
252105;Administrador financeiro;43;2989,61;4210,72;6363,37;19,81
321210;Administrador florestal;43;1381,39;1945,61;2940,27;9
252105;Administrador hospitalar;43;2989,61;4210,72;6363,37;19,81
141415;Administrador no comércio de mercadorias;44;1543,21;2173,53;3284,70;9,92
263105;Administrador paroquial;42;1851,01;2607,06;3939,87;12,49
252105;Administrador público;43;2989,61;4210,72;6363,37;19,81
622020;Adubador;44;954;1183,46;1788,48;5,39
241005;Advogado;41;3059,27;4308,83;6511,64;20,83
241030;Advogado (abuso do poder econômico);42;5030,09;7084,64;10706,52;33,99
241030;Advogado (aeroespacial);42;5030,09;7084,64;10706,52;33,99
241030;Advogado (agente de propriedade industrial);42;5030,09;7084,64;10706,52;33,99
241030;Advogado (ambientalista);42;5030,09;7084,64;10706,52;33,99
241030;Advogado (áreas especiais);42;5030,09;7084,64;10706,52;33,99
241030;Advogado (biodireito);42;5030,09;7084,64;10706,52;33,99
241030;Advogado (concorrência desleal);42;5030,09;7084,64;10706,52;33,99
241030;Advogado (desportivo);42;5030,09;7084,64;10706,52;33,99
241020;Advogado (direito administrativo);41;3343,17;4708,68;7115,90;22,96
241015;Advogado (direito civil);41;2719,03;3829,62;5787,44;18,89
241015;Advogado (direito de família e sucessões);41;2719,03;3829,62;5787,44;18,89
241035;Advogado (direito do trabalho);42;3979,72;5605,24;8470,81;26,93
241030;Advogado (direito internacional);42;5030,09;7084,64;10706,52;33,99
241025;Advogado (direito penal);31;2466,90;3474,50;5250,77;22,18
241020;Advogado (direito público);41;3343,17;4708,68;7115,90;22,96
241030;Advogado (direitos da criança e do adolescente);42;5030,09;7084,64;10706,52;33,99
241030;Advogado (direitos do consumidor);42;5030,09;7084,64;10706,52;33,99
241030;Advogado (energia elétrica);42;5030,09;7084,64;10706,52;33,99
241030;Advogado (propriedade intelectual);42;5030,09;7084,64;10706,52;33,99
241030;Advogado (recursos hídricos e minerais);42;5030,09;7084,64;10706,52;33,99
241030;Advogado (telecomunicações);42;5030,09;7084,64;10706,52;33,99
241015;Advogado civilista;41;2719,03;3829,62;5787,44;18,89
241015;Advogado comercial;41;2719,03;3829,62;5787,44;18,89
241020;Advogado constitucionalista;41;3343,17;4708,68;7115,90;22,96
241015;Advogado contratualista;41;2719,03;3829,62;5787,44;18,89
241025;Advogado criminalista;31;2466,90;3474,50;5250,77;22,18
241010;Advogado de empresa;42;4889,14;6886,12;10406,51;33,17
241010;Advogado empresarial;42;4889,14;6886,12;10406,51;33,17
241005;Advogado generalista;41;3059,27;4308,83;6511,64;20,83
241020;Advogado previdenciário;41;3343,17;4708,68;7115,90;22,96
241035;Advogado trabalhista;42;3979,72;5605,24;8470,81;26,93
241020;Advogado tributarista;41;3343,17;4708,68;7115,90;22,96
241030;Advogados (direito eletrônico);42;5030,09;7084,64;10706,52;33,99
511105;Aeromoça;37;1450,10;2042,39;3086,53;10,98
721315;Afiador;44;1238,35;1744,15;2635,81;7,99
721315;Afiador - na fabricação;44;1238,35;1744,15;2635,81;7,99
721310;Afiador ambulante;44;973,17;1370,66;2071,38;6,24
721315;Afiador de brocas e coroas;44;1238,35;1744,15;2635,81;7,99
721305;Afiador de cardas;44;1018,22;1434,11;2167,27;6,52
721310;Afiador de cutelaria;44;973,17;1370,66;2071,38;6,24
721310;Afiador de facas;44;973,17;1370,66;2071,38;6,24
721310;Afiador de facas ( inclusive ambulante);44;973,17;1370,66;2071,38;6,24
721315;Afiador de ferramentas;44;1238,35;1744,15;2635,81;7,99
721320;Afiador de lâminas;43;1217,82;1715,25;2592,13;8,02
721320;Afiador de serras;43;1217,82;1715,25;2592,13;8,02
721315;Afiador de talhadeira;44;1238,35;1744,15;2635,81;7,99
721310;Afiador de tesouras ( inclusive ambulante);44;973,17;1370,66;2071,38;6,24
721320;Afiador e laminador de serras;43;1217,82;1715,25;2592,13;8,02
721315;Afiador manual;44;1238,35;1744,15;2635,81;7,99
742105;Afinador de instrumentos musicais;44;1009,86;1422,33;2149,47;6,47
914425;Afinador de motores a diesel;44;1233,63;1737,51;2625,78;7,93
911120;Afinador de motores diesel (exceto de veículos automotores);44;1064,15;1498,80;2265,03;6,83
915210;Afinador de piano;44;956,1;1346,63;2035,06;6,15
725010;Afinador mecânico;44;1239,66;1745,99;2638,60;7,98
342120;Afretador;43;1142,38;1608,98;2431,55;7,41
263105;Agaipi;42;1851,01;2607,06;3939,87;12,49
263115;Agbá;38;1827,15;2573,45;3889,08;13,51
263105;Agbagigan;42;1851,01;2607,06;3939,87;12,49
342120;Agenciador de cargas;43;1142,38;1608,98;2431,55;7,41
253140;Agenciador de propaganda;43;2085,18;2936,87;4438,29;13,58
253140;Agenciador de publicidade;43;2085,18;2936,87;4438,29;13,58
411010;Agente administrativo;43;1205,32;1697,63;2565,51;7,91
410105;Agente administrativo supervisor;43;2051,08;2888,85;4365,72;13,39
515105;Agente comunitário de saúde;41;1011,09;1424,08;2152,11;7,02
517335;Agente da guarda portuária;42;954;1187,03;1793,88;5,64
515310;Agente de ação social;41;1072,84;1511,05;2283,54;7,37
515325;Agente de apoio socioeducativo;41;1216,49;1713,37;2589,30;8,36
342120;Agente de carga;43;1142,38;1608,98;2431,55;7,41
424105;Agente de coleta ( censo e pesquisas amostrais);43;1081,76;1523,60;2302,51;7,03
514205;Agente de coleta de lixo;44;954;1243,92;1879,85;5,69
420120;Agente de coleta supervisor;43;1656,98;2333,78;3526,87;10,74
515140;Agente de combate às endemias;42;1317,99;1856,33;2805,34;8,8
342105;Agente de comércio exterior;43;1529,23;2153,84;3254,95;9,96
515140;Agente de controle de vetores;42;1317,99;1856,33;2805,34;8,8
515140;Agente de contrrole de dengue;42;1317,99;1856,33;2805,34;8,8
352205;Agente de defesa ambiental;43;1955,87;2754,75;4163,05;12,86
352405;Agente de direitos autorais;42;4316,60;6079,71;9187,85;28,76
342405;Agente de estação (ferrovia e metrô);42;1248,96;1759,10;2658,41;8,37
783105;Agente de estação (manobras);44;954;1311,51;1981,99;6,03
342605;Agente de estação portuária;44;3514,84;4950,48;7481,31;22,65
352205;Agente de fiscalização ambiental;43;1955,87;2754,75;4163,05;12,86
254310;Agente de higiene e segurança;44;954;1072,33;1620,54;4,92
391205;Agente de inspeção (qualidade);44;1463,04;2060,63;3114,08;9,45
352205;Agente de inspeção de pesca;43;1955,87;2754,75;4163,05;12,86
351905;Agente de inteligência;44;3297,30;4644,08;7018,28;21,19
517110;Agente de investigação de incêndio;41;1286,70;1812,25;2738,72;8,9
351805;Agente de investigação privada;42;1802,27;2538,41;3836,12;12,02
215105;Agente de manobra e docagem;41;1365,64;1923,44;2906,76;9,31
914305;Agente de manutenção de veículos ferroviários;43;1170,13;1648,07;2490,62;7,63
411050;Agente de microcrédito;42;954;1299,12;1963,28;6,25
411050;Agente de microfinanças;42;954;1299,12;1963,28;6,25
141605;Agente de navio - no transporte marítimo;44;2703,01;3807,05;5753,33;17,4
334110;Agente de organização escolar;40;964,17;1357,99;2052,23;6,8
421120;Agente de passagens;43;971,28;1368,00;2067,37;6,39
421120;Agente de passagens aéreas;43;971,28;1368,00;2067,37;6,39
263105;Agente de pastoral;42;1851,01;2607,06;3939,87;12,49
783105;Agente de pátio;44;954;1311,51;1981,99;6,03
342405;Agente de pátio e terminais (ferrovia e metrô);42;1248,96;1759,10;2658,41;8,37
424105;Agente de pesquisa;43;1081,76;1523,60;2302,51;7,03
517415;Agente de portaria;42;954;1201,08;1815,10;5,67
342550;Agente de proteção de aviação civil;35;1019,58;1436,02;2170,16;8,13
515310;Agente de proteção social;41;1072,84;1511,05;2283,54;7,37
515310;Agente de proteção social de rua;41;1072,84;1511,05;2283,54;7,37
351315;Agente de recrutamento e seleção;43;2135,98;3008,42;4546,41;14,06
421120;Agente de reserva de passagens aéreas;43;971,28;1368,00;2067,37;6,39
421120;Agente de reserva de passagens rodoviárias;43;971,28;1368,00;2067,37;6,39
354810;Agente de reservas;43;1249,65;1760,07;2659,86;8,16
352210;Agente de saneamento;41;1171,18;1649,55;2492,84;8,1
515105;Agente de saúde;41;1011,09;1424,08;2152,11;7,02
352210;Agente de saúde pública;41;1171,18;1649,55;2492,84;8,1
517310;Agente de segurança;43;1056,35;1487,82;2248,44;6,89
517330;Agente de segurança ferroviária;43;1057,86;1489,94;2251,65;6,91
517315;Agente de segurança penitenciária;43;1548,04;2180,33;3294,99;10,12
515325;Agente de segurança socioeducativa;41;1216,49;1713,37;2589,30;8,36
511205;Agente de serviços de fiscalização de transportes coletivos e licenciamento de veículos;43;1053,82;1484,26;2243,05;6,86
422105;Agente de tráfego;43;954;1260,13;1904,35;5,88
517220;Agente de trânsito;42;959,53;1351,45;2042,35;6,42
342120;Agente de transporte;43;1142,38;1608,98;2431,55;7,41
517220;Agente de transporte e trânsito;42;959,53;1351,45;2042,35;6,42
421120;Agente de venda de passagens;43;971,28;1368,00;2067,37;6,39
354120;Agente de vendas de serviços;43;1233,20;1736,91;2624,87;8,12
354815;Agente de viagem;43;1160,82;1634,96;2470,79;7,53
951320;Agente de vistoria de alarmes;43;1006,84;1418,09;2143,06;6,64
515325;Agente educacional;41;1216,49;1713,37;2589,30;8,36
334110;Agente educador;40;964,17;1357,99;2052,23;6,8
352315;Agente fiscal metrológico;41;1707,04;2404,29;3633,43;11,66
352320;Agente fiscal têxtil;44;1115,77;1571,50;2374,90;7,14
254505;Agente fiscal(atividades urbanas);43;3624,67;5105,17;7715,08;23,61
516505;Agente funerário;43;954;1296,36;1959,10;5,98
516505;Agente funerário - tanatopraxista;43;954;1296,36;1959,10;5,98
515130;Agente indígena de saneamento;42;954;1042,89;1576,04;4,99
515125;Agente indígena de saúde;42;954;1064,16;1608,20;5,04
421110;Agente operacional de estação;44;975,87;1374,47;2077,14;6,28
517315;Agente penitenciário;43;1548,04;2180,33;3294,99;10,12
351810;Agente policial;44;1334,80;1880,00;2841,11;8,55
342310;Agente rodoviário;43;1246,58;1755,74;2653,33;8,15
352210;Agente sanitarista;41;1171,18;1649,55;2492,84;8,1
515310;Agente social;41;1072,84;1511,05;2283,54;7,37
351910;Agente técnico de inteligência;41;2590,99;3649,29;5514,91;17,86
862205;Agente técnico de operação na captação;42;997,72;1405,23;2123,63;6,68
254505;Agente vistor;43;3624,67;5105,17;7715,08;23,61
263105;Agonjaí;42;1851,01;2607,06;3939,87;12,49
621005;Agregado - na agropecuária;44;954;1181,50;1785,52;5,38
612005;Agricultor familiar polivalente;44;954;1305,38;1972,72;5,94
612110;Agricultor na produção da cana-de-açúcar;44;954;1245,03;1881,52;5,66
612105;Agricultor na produção de arroz;44;954;1270,87;1920,58;5,79
612120;Agricultor na produção de gramíneas forrageiras;44;954;1249,07;1887,63;5,7
612125;Agricultor na produção de milho e sorgo;44;959,35;1351,19;2041,96;6,17
612005;Agricultor polivalente;44;954;1305,38;1972,72;5,94
612005;Agricultor polivalente - conta própria;44;954;1305,38;1972,72;5,94
612005;Agricultor polivalente - empregador;44;954;1305,38;1972,72;5,94
214805;Agrimensor;43;4051,70;5706,63;8624,02;26,45
222110;Agrônomo;42;4740,85;6677,25;10090,86;31,49
611005;Agropecuarista;44;954;1135,15;1715,48;5,17
203025;Agrostólogo;44;1571,89;2213,92;3345,75;10,13
321105;Agrotécnico;44;1685,68;2374,20;3587,96;10,86
841705;Aguardenteiro (fabricação);44;955,39;1345,63;2033,55;6,12
722105;Aguilhoeiro;44;1019,86;1436,42;2170,76;6,54
513435;Ajudante;43;954;1171,91;1771,02;5,46
722215;Ajudante de acabamento de fundição;44;1001,56;1410,65;2131,82;6,44
848510;Ajudante de açougueiro (comércio);44;964,03;1357,79;2051,93;6,19
721320;Ajudante de afiação de serras;43;1217,82;1715,25;2592,13;8,02
721315;Ajudante de afiador;44;1238,35;1744,15;2635,81;7,99
823235;Ajudante de banhos (vidros);44;1009,82;1422,28;2149,40;6,48
623110;Ajudante de boiadeiro;44;954;1272,61;1923,21;5,79
712120;Ajudante de britador;44;1032,36;1454,03;2197,37;6,62
516110;Ajudante de cabeleireiro;44;954;1219,44;1842,85;5,6
732110;Ajudante de cabista;44;954;1276,20;1928,62;5,83
715205;Ajudante de calceteiro;44;1034,45;1456,98;2201,83;6,63
783225;Ajudante de carga e descarga de mercadoria;44;954;1260,23;1904,50;5,74
632615;Ajudante de carvoaria;44;954;1078,64;1630,07;4,93
513505;Ajudante de churrasqueiro;44;954;1206,32;1823,02;5,55
772105;Ajudante de classificador de madeira;44;954;1228,84;1857,06;5,6
763125;Ajudante de confecção;44;954;1151,11;1739,59;5,24
513505;Ajudante de confeiteiro;44;954;1206,32;1823,02;5,55
513505;Ajudante de cozinha;44;954;1206,32;1823,02;5,55
632120;Ajudante de derrubada;44;954;1285,39;1942,52;5,85
342205;Ajudante de despachante aduaneiro;44;954;1297,80;1961,28;5,94
342205;Ajudante de despachante alfandegário;44;954;1297,80;1961,28;5,94
811615;Ajudante de destilação de amônia;43;1045,31;1472,27;2224,94;6,8
715615;Ajudante de eletricista;44;1123,40;1582,26;2391,16;7,22
784105;Ajudante de embalador;44;954;1155,52;1746,26;5,29
783220;Ajudante de embarque de carga;43;954;1341,12;2026,74;6,18
784105;Ajudante de encaixotador;44;954;1155,52;1746,26;5,29
784125;Ajudante de enfardamento;44;1046,80;1474,36;2228,10;6,71
784120;Ajudante de engarrafamento;44;1013,80;1427,88;2157,86;6,5
784110;Ajudante de ensacador;44;954;1306,94;1975,08;5,99
415215;Ajudante de entregador de publicações;43;954;1142,43;1726,47;5,29
841440;Ajudante de esterilização (indústria alimentícia);44;954;1321,95;1997,76;6,01
724220;Ajudante de estruturas metálicas;44;964,76;1358,82;2053,48;6,19
772115;Ajudante de estufador (madeira);44;954;1293,61;1954,94;5,9
811430;Ajudante de evaporador na destilação;44;1010,77;1423,62;2151,41;6,47
823210;Ajudante de extrusão de fibras de vidro;44;1151,55;1621,90;2451,06;7,39
828110;Ajudante de fábrica de tijolos;44;954;1168,19;1765,41;5,34
841745;Ajudante de fabricação - na indústria de bebidas;44;954;1203,77;1819,17;5,49
831125;Ajudante de fabricação de celulose;42;1128,56;1589,52;2402,13;7,51
521130;Ajudante de farmácia;43;954;1236,48;1868,61;5,71
811330;Ajudante de filtrador (filtro-prensa);43;1034,29;1456,75;2201,48;6,73
722105;Ajudante de forjador;44;1019,86;1436,42;2170,76;6,54
821205;Ajudante de forneiro;43;971,21;1367,90;2067,21;6,42
722205;Ajudante de fundidor;44;1099,02;1547,92;2339,26;7,06
724130;Ajudante de gasista;44;1188,18;1673,50;2529,04;7,66
782205;Ajudante de guincheiro;44;1165,79;1641,96;2481,38;7,51
766220;Ajudante de impressor de formulários contínuos;44;1168,70;1646,06;2487,58;7,53
752230;Ajudante de lapidador (vidros);44;1066,41;1501,99;2269,85;6,83
519935;Ajudante de lavador de automóvel;44;954;1189,68;1797,89;5,43
516315;Ajudante de lavador de tapetes;44;954;1248,91;1887,39;5,69
516315;Ajudante de lavanderia de artefatos da tapeçaria;44;954;1248,91;1887,39;5,69
722210;Ajudante de lingotamento;39;954;1320,58;1995,70;6,73
919105;Ajudante de lubrificação (indústria);44;1150,97;1621,09;2449,84;7,4
775115;Ajudante de lustrador;44;954,25;1344,02;2031,12;6,11
722305;Ajudante de macheiro;44;954;1254,99;1896,58;5,72
914105;Ajudante de manutenção de aeronave;42;1623,03;2285,96;3454,61;10,76
782625;Ajudante de maquinista de trem;43;1026,80;1446,19;2185,53;6,7
717010;Ajudante de marteleteiro;44;1149,64;1619,21;2446,99;7,43
711130;Ajudante de mineiro;42;1222,57;1721,93;2602,24;8,28
766125;Ajudante de montagem e fotolito;44;1004,03;1414,13;2137,07;6,45
783225;Ajudante de motorista;44;954;1260,23;1904,50;5,74
717020;Ajudante de obras;44;954;1188,21;1795,66;5,41
828110;Ajudante de oleiro;44;954;1168,19;1765,41;5,34
783220;Ajudante de operação portuária;43;954;1341,12;2026,74;6,18
811305;Ajudante de operador de centrífugas;44;1076,02;1515,52;2290,30;6,95
782205;Ajudante de operador de guincho;44;1165,79;1641,96;2481,38;7,51
773340;Ajudante de operador de serra;44;954;1254,24;1895,45;5,71
513505;Ajudante de padeiro;44;954;1206,32;1823,02;5,55
848315;Ajudante de pasteleiro;43;954;1269,13;1917,95;5,84
821445;Ajudante de pátio de sucata;44;954;1278,54;1932,16;5,82
716610;Ajudante de pintor;44;1161,76;1636,28;2472,79;7,46
723330;Ajudante de pintor à pistola;44;1096,09;1543,79;2333,02;7,04
723330;Ajudante de pintor de móveis;44;1096,09;1543,79;2333,02;7,04
723330;Ajudante de pintor de produção;44;1096,09;1543,79;2333,02;7,04
513505;Ajudante de pizzaiolo;44;954;1206,32;1823,02;5,55
519935;Ajudante de polidor de veículos;44;954;1189,68;1797,89;5,43
721325;Ajudante de polimento;44;1102,13;1552,30;2345,88;7,07
722235;Ajudante de preparador de lingotamento;38;962,72;1355,94;2049,14;7,18
841745;Ajudante de produção - na indústria de bebidas;44;954;1203,77;1819,17;5,49
841448;Ajudante de produção de óleos vegetais - na ind Alimentar;43;954;1176,83;1778,46;5,5
848210;Ajudante de queijeiro;44;954;1240,22;1874,26;5,69
821450;Ajudante de rebarbação (metais);44;1073,22;1511,58;2284,35;6,88
632125;Ajudante de reflorestamento;44;954;1107,52;1673,72;5,04
732130;Ajudante de reparador (telecomunicações);44;954;1208,25;1825,94;5,51
717020;Ajudante de saneamento;44;954;1188,21;1795,66;5,41
773340;Ajudante de serrador;44;954;1254,24;1895,45;5,71
724440;Ajudante de serralheiro;44;1089,74;1534,85;2319,51;6,99
622020;Ajudante de serviço de (aplicação de produtos agroquímicos);44;954;1183,46;1788,48;5,39
513505;Ajudante de sushiman;44;954;1206,32;1823,02;5,55
841745;Ajudante de tratamento de preparo de xarope;44;954;1203,77;1819,17;5,49
623110;Ajudante de vaqueiro;44;954;1272,61;1923,21;5,79
841745;Ajudante xaropeiro;44;954;1203,77;1819,17;5,49
632305;Ajuntador de andiroba;44;992,53;1397,93;2112,60;6,35
725020;Ajustador de agulhas;44;1191,95;1678,80;2537,05;7,63
715535;Ajustador de fôrmas (concreto);44;1210,93;1705,53;2577,46;7,75
741105;Ajustador de instrumentos de precisão;44;1327,34;1869,49;2825,23;8,54
911305;Ajustador de máquinas de embalagem;44;1421,17;2001,65;3024,96;9,16
725010;Ajustador de oficina de cilindros;44;1239,66;1745,99;2638,60;7,98
821450;Ajustador de rebarbador;44;1073,22;1511,58;2284,35;6,88
725010;Ajustador de válvulas;44;1239,66;1745,99;2638,60;7,98
725005;Ajustador ferramenteiro;44;1092,09;1538,16;2324,51;7,01
725020;Ajustador limador de fresas;44;1191,95;1678,80;2537,05;7,63
725020;Ajustador limador de tornos;44;1191,95;1678,80;2537,05;7,63
725010;Ajustador mecânico;44;1239,66;1745,99;2638,60;7,98
725015;Ajustador mecânico (usinagem em bancada e em máquinas-ferramentas);44;1239,02;1745,09;2637,24;7,97
725010;Ajustador mecânico de ferramentas;44;1239,66;1745,99;2638,60;7,98
725010;Ajustador mecânico de manutenção;44;1239,66;1745,99;2638,60;7,98
725020;Ajustador mecânico em bancada;44;1191,95;1678,80;2537,05;7,63
725025;Ajustador naval (reparo e construção);44;954;1237,26;1869,78;5,66
263105;Alabê;42;1851,01;2607,06;3939,87;12,49
841705;Alambiqueiro;44;955,39;1345,63;2033,55;6,12
722415;Alambrador - na fabricação de arame;44;1179,49;1661,26;2510,54;7,57
263105;Alapini;42;1851,01;2607,06;3939,87;12,49
263105;Alayan;42;1851,01;2607,06;3939,87;12,49
811405;Alcatroeiro;44;954;1264,08;1910,32;5,75
225110;Alergista;41;2268,75;3195,43;4829,03;15,75
225110;Alergista e imunologista;41;2268,75;3195,43;4829,03;15,75
225110;Alergologista;41;2268,75;3195,43;4829,03;15,75
612315;Alfaceiro;44;1148,69;1617,87;2444,97;7,35
763005;Alfaiate;44;1310,81;1846,21;2790,05;8,46
763005;Alfaite modelista;44;1310,81;1846,21;2790,05;8,46
141405;Alfarrabista;44;954;1334,94;2017,41;6,09
141410;Alfarrabista (comércio varejista);44;1070,09;1507,16;2277,67;6,9
848310;Alfeloeiro;44;1020,12;1436,79;2171,32;6,57
141405;Alheiro (comércio atacadista);44;954;1334,94;2017,41;6,09
141410;Alheiro (comércio varejista);44;1070,09;1507,16;2277,67;6,9
263115;Álim;38;1827,15;2573,45;3889,08;13,51
784205;Alimentador de esteiras (preparação de alimentos e bebidas);44;954;1288,50;1947,22;5,89
784205;Alimentador de linha de produção;44;954;1288,50;1947,22;5,89
784205;Alimentador de máquina automática;44;954;1288,50;1947,22;5,89
631325;Alimentador de peixe;44;954;1278,72;1932,43;5,85
766220;Alimentador de rotativas;44;1168,70;1646,06;2487,58;7,53
773130;Alimentador de serra de fita;44;954;1328,18;2007,19;6,05
992105;Alinhador de pneus;44;954;1313,99;1985,74;5,98
914405;Alinhador de rodas;44;1035,22;1458,06;2203,46;6,64
721325;Alisador de metal;44;1102,13;1552,30;2345,88;7,07
414105;Almoxarife;44;968,33;1363,84;2061,07;6,24
141410;Alugador (comerciante varejista);44;1070,09;1507,16;2277,67;6,9
715230;Alvanel;44;1174,29;1653,93;2499,47;7,52
715230;Alvaner;44;1174,29;1653,93;2499,47;7,52
761405;Alvejador (tecidos);44;1006,96;1418,25;2143,30;6,45
311725;Alvejador de couros;44;965,38;1359,69;2054,80;6,18
311725;Alvejador de sola;44;965,38;1359,69;2054,80;6,18
762335;Amaciador de couros e peles;43;954;1112,03;1680,53;5,19
623005;Amansador;44;1114,03;1569,06;2371,21;7,19
632210;Amapateiro;44;954;1140,62;1723,74;5,18
784105;Amarrador de embalagens;44;954;1155,52;1746,26;5,29
772105;Amarrador de madeira;44;954;1228,84;1857,06;5,6
828110;Amassador - em olaria;44;954;1168,19;1765,41;5,34
262905;Ambientador;43;1556,13;2191,74;3312,22;10,15
524305;Ambulante;42;954;1238,35;1871,43;5,95
623005;Amestrador;44;1114,03;1569,06;2371,21;7,19
721315;Amolador - na fabricação;44;1238,35;1744,15;2635,81;7,99
721310;Amolador ambulante;44;973,17;1370,66;2071,38;6,24
