CBO;Cargo;Jornada;Piso;Média;Maior;Salário/Hora
822120;Forneiro de reaquecimento e tratamento térmico na metalurgia;44;1247,41;1756,92;2655,11;7,99
822125;Forneiro de retêmpera;43;1159,17;1632,64;2467,29;7,64
822125;Forneiro de revérbero;43;1159,17;1632,64;2467,29;7,64
822125;Forneiro de têmpera;43;1159,17;1632,64;2467,29;7,64
723120;Forneiro de tratamento térmico de metais;44;1199,75;1689,80;2553,67;7,75
823215;Forneiro de vidro;44;1497,66;2109,39;3187,77;9,63
821205;Forneiro e operador (alto-forno);43;971,21;1367,90;2067,21;6,42
821210;Forneiro e operador (conversor a oxigênio);43;1110,78;1564,47;2364,28;7,27
821215;Forneiro e operador (forno elétrico);44;1024,09;1442,38;2179,76;6,63
821220;Forneiro e operador (refino de metais não-ferrosos);44;1065,36;1500,51;2267,61;6,84
821225;Forneiro e operador de forno de redução direta;44;1051,37;1480,80;2237,84;6,79
822115;Forneiro fundidor de metais;43;1323,09;1863,51;2816,20;8,67
822115;Forneiro metalúrgico;43;1323,09;1863,51;2816,20;8,67
823215;Forneiro na fundição de vidro;44;1497,66;2109,39;3187,77;9,63
841210;Forneiro na refrigeração de sal;44;954;1168,95;1766,56;5,32
823220;Forneiro no recozimento de vidro;44;1006,31;1417,33;2141,92;6,44
823255;Forneiro temperador;44;1174,14;1653,72;2499,15;7,52
513505;Forneiro(pizzaria);44;954;1206,32;1823,02;5,55
821220;Forneiros de não-ferrosos;44;1065,36;1500,51;2267,61;6,84
765235;Forrador de móveis;44;1000,02;1408,47;2128,53;6,42
764305;Forrador de saltos no acabamento de calçados;44;954;1284,95;1941,86;5,84
721210;Foscador de cilindros (laminação);44;1275,51;1796,49;2714,91;8,21
752425;Foscador de espelhos;43;1033,94;1456,25;2200,73;6,72
752225;Foscador de vidro a jato de areia;44;1099,67;1548,83;2340,64;7,04
766145;Fotocompositor;44;1349,18;1900,25;2871,72;8,72
261805;Fotógrafo;43;1148,17;1617,14;2443,87;7,51
766150;Fotógrafo (pré-impressão gráfica);43;1266,38;1783,64;2695,49;8,28
261805;Fotógrafo científico;43;1148,17;1617,14;2443,87;7,51
261805;Fotógrafo de aerofotografia;43;1148,17;1617,14;2443,87;7,51
261805;Fotógrafo de arquitetura;43;1148,17;1617,14;2443,87;7,51
261805;Fotógrafo de foto submarina;43;1148,17;1617,14;2443,87;7,51
261805;Fotógrafo de sensoriamento remoto;43;1148,17;1617,14;2443,87;7,51
261805;Fotógrafo documentarista;43;1148,17;1617,14;2443,87;7,51
261805;Fotógrafo industrial;43;1148,17;1617,14;2443,87;7,51
766410;Fotógrafo laboratorista filmes fotográficos;43;1389,93;1957,65;2958,46;9,08
261810;Fotógrafo publicitário;44;1246,65;1755,85;2653,49;8
261815;Fotógrafo retratista;44;954;1217,04;1839,23;5,57
261815;Fotógrafo social;44;954;1217,04;1839,23;5,57
261820;Fotojornalista;35;2648,69;3730,56;5637,73;21,61
766145;Fotolitógrafo;44;1349,18;1900,25;2871,72;8,72
766145;Fototipista;44;1349,18;1900,25;2871,72;8,72
263105;Frade;42;1851,01;2607,06;3939,87;12,49
811820;Fraldeiro;43;954;1295,91;1958,42;5,99
848505;Frangueiro em matadouro;44;954;1256,29;1898,54;5,73
263105;Frei;42;1851,01;2607,06;3939,87;12,49
263105;Freira;42;1851,01;2607,06;3939,87;12,49
721215;Fresador (fresadora universal);44;1328,26;1870,79;2827,20;8,54
721410;Fresador cnc;44;1805,00;2542,26;3841,94;11,6
141410;Fruteiro (comércio varejista);44;1070,09;1507,16;2277,67;6,9
765010;Fulista;44;954;1187,78;1795,01;5,4
762120;Fuloneiro;44;1131,72;1593,97;2408,86;7,25
762310;Fuloneiro no acabamento de couros e peles;44;1179,15;1660,78;2509,82;7,61
622620;Fumeiro;44;954;988,74;1494,21;4,49
622620;Fumicultor - exclusive conta própria e empregador;44;954;988,74;1494,21;4,49
376230;Funâmbulo;44;954;954;1441,71;4,34
422105;Funcionário de setor de informação;43;954;1260,13;1904,35;5,88
821220;Fundidor (depuração e refinação de metais não-ferrosos);44;1065,36;1500,51;2267,61;6,84
751110;Fundidor (joalheria e ourivesaria);44;1061,54;1495,13;2259,49;6,8
722225;Fundidor a pressão;44;1210,27;1704,60;2576,05;7,76
752325;Fundidor de barbotina;44;1017,71;1433,39;2166,18;6,52
722205;Fundidor de ligas metálicas;44;1099,02;1547,92;2339,26;7,06
722225;Fundidor de máquina de pressão;44;1210,27;1704,60;2576,05;7,76
722205;Fundidor de metais;44;1099,02;1547,92;2339,26;7,06
823330;Fundidor de pedras artificiais;44;954;1326,78;2005,07;6,03
722205;Fundidor de placas;44;1099,02;1547,92;2339,26;7,06
768615;Fundidor de tipos;44;954;1064,50;1608,70;4,84
841720;Fundidor de vinheta;44;954;1279,30;1933,32;5,82
823215;Fundidor vidreiro;44;1497,66;2109,39;3187,77;9,63
991305;Funileiro de automóveis (reparação);44;1173,70;1653,10;2498,22;7,53
724435;Funileiro de bancada;44;1275,88;1797,01;2715,70;8,18
724435;Funileiro de manutenção;44;1275,88;1797,01;2715,70;8,18
991305;Funileiro de veículos (reparação);44;1173,70;1653,10;2498,22;7,53
724435;Funileiro industrial;44;1275,88;1797,01;2715,70;8,18
724435;Funileiro montador;44;1275,88;1797,01;2715,70;8,18
724435;Funileiro soldador;44;1275,88;1797,01;2715,70;8,18
711405;Furão - no garimpo;44;954;1227,13;1854,48;5,62
263105;Gaiaku;42;1851,01;2607,06;3939,87;12,49
782510;Gaioleiro (gado);44;1280,06;1802,91;2724,61;8,21
141410;Galinheiro (exceto no comércio ambulante);44;1070,09;1507,16;2277,67;6,9
766145;Galvanista (rotogravura);44;1349,18;1900,25;2871,72;8,72
723215;Galvanizador;44;1069,29;1506,04;2275,98;6,86
723215;Galvanizador (sherardização);44;1069,29;1506,04;2275,98;6,86
752105;Gambista (artesão de vidros);44;1223,46;1723,18;2604,12;7,85
519920;Gandula;40;954;1073,52;1622,34;5,41
514110;Garagista;43;966,26;1360,93;2056,68;6,27
513405;Garção;43;954;1239,33;1872,91;5,72
513405;Garçom;43;954;1239,33;1872,91;5,72
513410;Garçom (serviços de vinhos);43;980,89;1381,54;2087,82;6,36
513405;Garçom de bar;43;954;1239,33;1872,91;5,72
711405;Garfeiro - no garimpo;44;954;1227,13;1854,48;5,62
514215;Gari;44;954;1125,39;1700,72;5,15
711405;Garimpeiro;44;954;1227,13;1854,48;5,62
524305;Garrafeiro (comércio ambulante);42;954;1238,35;1871,43;5,95
823240;Garrafeiro (fabricação);44;1339,14;1886,11;2850,35;8,62
848525;Garreador de mocotó;44;954;1296,43;1959,20;5,9
724130;Gasista;44;1188,18;1673,50;2529,04;7,66
225165;Gastroenterologista;23;4502,82;6342,00;9584,22;55,15
271110;Gastrólogo;42;1546,69;2178,43;3292,12;10,3
613010;Gateiro;44;954;1206,92;1823,93;5,51
263105;Gãtó;42;1851,01;2607,06;3939,87;12,49
631405;Gelador industrial;44;954;1109,67;1676,96;5,06
631410;Gelador profissional;44;954;1073,76;1622,69;4,88
141410;Geleiro;44;1070,09;1507,16;2277,67;6,9
201115;Geneticista;40;2496,01;3515,50;5312,73;17,73
213415;Geofísico;42;5739,07;8083,20;12215,57;38,21
213310;Geofísico espacial;42;3291,56;4636,00;7006,06;22,08
251305;Geógrafo;42;3202,46;4510,50;6816,40;21,44
213405;Geólogo;42;5500,98;7747,87;11708,81;36,56
213410;Geólogo de engenharia;42;4962,39;6989,29;10562,42;33,42
213420;Geoquímico;44;1562,00;2200,00;3324,71;10
142105;Gerente administrativo;43;2560,59;3606,47;5450,20;16,62
142105;Gerente administrativo e financeiro;43;2560,59;3606,47;5450,20;16,62
142305;Gerente comercial;43;2567,40;3616,06;5464,69;16,7
342520;Gerente da administração de aeroportos;42;4662,42;6566,78;9923,92;31,01
131210;Gerente da área de saúde mental;41;5405,04;7612,73;11504,59;36,78
141725;Gerente de administração de carteira de crédito imobiliário;43;3324,69;4682,67;7076,59;21,55
141715;Gerente de administração de carteiras de câmbio e comércio exterior;43;5763,75;8117,96;12268,11;37,58
141720;Gerente de administração de carteiras de crédito e cobrança;43;3402,38;4792,09;7241,95;22,14
142210;Gerente de administração de pessoal;43;2266,70;3192,54;4824,66;14,77
142115;Gerente de administração financeira;43;3982,96;5609,81;8477,71;26,01
141710;Gerente de agência;40;4570,52;6437,35;9728,32;32,07
141115;Gerente de agropecuária;44;2287,46;3221,77;4868,84;14,71
141520;Gerente de albergue;44;1233,58;1737,43;2625,66;7,96
142415;Gerente de almoxarifado;44;1894,38;2668,14;4032,17;12,22
131210;Gerente de ambulatório;41;5405,04;7612,73;11504,59;36,78
141505;Gerente de apart hotel;44;2558,56;3603,60;5445,87;16,49
131210;Gerente de apoio e diagnóstico de saúde;41;5405,04;7612,73;11504,59;36,78
131315;Gerente de apoio educacional em escolas privadas;42;3235,21;4556,64;6886,13;21,94
142320;Gerente de área de vendas;43;3145,04;4429,63;6694,20;20,4
141615;Gerente de armazém;44;2121,87;2988,55;4516,38;13,69
262220;Gerente de arte teatral;41;4474,53;6302,16;9524,01;30,59
141610;Gerente de assistência técnica nas operações de correios e telecomunicações ;44;3385,56;4768,39;7206,13;21,87
142310;Gerente de assuntos corporativos;42;4966,04;6994,42;10570,18;33,36
141415;Gerente de balconista;44;1543,21;2173,53;3284,70;9,92
141515;Gerente de bar;43;1329,07;1871,94;2828,93;8,62
141515;Gerente de bar e lanchonete;43;1329,07;1871,94;2828,93;8,62
141410;Gerente de box de mercado público;44;1070,09;1507,16;2277,67;6,9
141715;Gerente de câmbio e comércio exterior;43;5763,75;8117,96;12268,11;37,58
141510;Gerente de cantina;44;1518,75;2139,09;3232,66;9,79
253205;Gerente de captação (fundos e investimentos institucionais);41;5853,33;8244,13;12458,77;40,22
141410;Gerente de carrocerias (vendas a varejo);44;1070,09;1507,16;2277,67;6,9
141410;Gerente de casa de peixe;44;1070,09;1507,16;2277,67;6,9
131315;Gerente de centro de educação profissional em escolas privadas;42;3235,21;4556,64;6886,13;21,94
131315;Gerente de centro de formação profissional em escolas privadas;42;3235,21;4556,64;6886,13;21,94
253210;Gerente de clientes especiais (private);41;5945,69;8374,21;12655,35;40,83
142405;Gerente de compras;43;4215,32;5937,06;8972,27;27,35
142310;Gerente de comunicação;42;4966,04;6994,42;10570,18;33,36
142310;Gerente de comunicação corporativa;42;4966,04;6994,42;10570,18;33,36
142310;Gerente de comunicação social;42;4966,04;6994,42;10570,18;33,36
252210;Gerente de contabilidade;43;2887,87;4067,43;6146,82;18,95
253215;Gerente de contas - pessoa física e jurídica;42;3921,21;5522,84;8346,28;26,6
141305;Gerente de contratos (construção civil);44;3841,39;5410,41;8176,37;24,8
142315;Gerente de coordenação de marketing;43;5200,57;7324,74;11069,37;34,16
141610;Gerente de correio expresso - internacional;44;3385,56;4768,39;7206,13;21,87
141720;Gerente de crédito e cobrança;43;3402,38;4792,09;7241,95;22,14
141725;Gerente de crédito imobiliário;43;3324,69;4682,67;7076,59;21,55
141730;Gerente de crédito rural;40;3031,57;4269,82;6452,68;21,25
141205;Gerente de departamento de fabricação;44;3337,51;4700,72;7103,87;21,55
142315;Gerente de departamento de marketing;43;5200,57;7324,74;11069,37;34,16
131115;Gerente de departamento de planejamento e análise;42;2938,92;4139,33;6255,48;19,52
131115;Gerente de departamento de planejamento e pesquisa;42;2938,92;4139,33;6255,48;19,52
142320;Gerente de departamento de vendas;43;3145,04;4429,63;6694,20;20,4
141110;Gerente de departamento florestal;44;2492,93;3511,17;5306,19;15,98
141205;Gerente de departamento industrial;44;3337,51;4700,72;7103,87;21,55
142210;Gerente de departamento pessoal;43;2266,70;3192,54;4824,66;14,77
141615;Gerente de depósito;44;2121,87;2988,55;4516,38;13,69
142605;Gerente de desenvolvimento (tecnologia);42;7376,00;10388,74;15699,77;49,18
142510;Gerente de desenvolvimento de sistemas;42;8066,58;11361,38;17169,66;54,26
141615;Gerente de distribuição de mercadorias;44;2121,87;2988,55;4516,38;13,69
142305;Gerente de divisão comercial;43;2567,40;3616,06;5464,69;16,7
142605;Gerente de divisão de desenvolvimento de novos produtos;42;7376,00;10388,74;15699,77;49,18
142315;Gerente de divisão de marketing;43;5200,57;7324,74;11069,37;34,16
131115;Gerente de divisão de pesquisas e análise;42;2938,92;4139,33;6255,48;19,52
142210;Gerente de divisão de pessoal;43;2266,70;3192,54;4824,66;14,77
261210;Gerente de documentação;42;2531,46;3565,44;5388,20;16,96
141505;Gerente de ecoresort;44;2558,56;3603,60;5445,87;16,49
141410;Gerente de editora;44;1070,09;1507,16;2277,67;6,9
342525;Gerente de empresa aérea em aeroportos;41;4426,61;6234,67;9422,02;30,17
141120;Gerente de empresa de pesca;44;2127,62;2996,65;4528,63;13,62
141415;Gerente de empresas comerciais;44;1543,21;2173,53;3284,70;9,92
141305;Gerente de empresas de construção civil;44;3841,39;5410,41;8176,37;24,8
141610;Gerente de encomendas nas operações de correios e telecomunicações;44;3385,56;4768,39;7206,13;21,87
131210;Gerente de enfermagem;41;5405,04;7612,73;11504,59;36,78
141505;Gerente de estância;44;2558,56;3603,60;5445,87;16,49
142605;Gerente de estudos e projetos;42;7376,00;10388,74;15699,77;49,18
142320;Gerente de exportação;43;3145,04;4429,63;6694,20;20,4
141205;Gerente de fábrica;44;3337,51;4700,72;7103,87;21,55
141410;Gerente de farmácia;44;1070,09;1507,16;2277,67;6,9
142115;Gerente de finanças;43;3982,96;5609,81;8477,71;26,01
141605;Gerente de frota;44;2703,01;3807,05;5753,33;17,4
342305;Gerente de frota (transporte rodoviário);44;1589,17;2238,27;3382,54;10,25
141120;Gerente de frota pesqueira;44;2127,62;2996,65;4528,63;13,62
253220;Gerente de grandes contas (corporate);42;7486,63;10544,54;15935,23;49,79
141410;Gerente de granja;44;1070,09;1507,16;2277,67;6,9
141505;Gerente de hotel;44;2558,56;3603,60;5445,87;16,49
141505;Gerente de hotel fazenda;44;2558,56;3603,60;5445,87;16,49
141505;Gerente de hotel residencial;44;2558,56;3603,60;5445,87;16,49
261205;Gerente de informação;40;2358,89;3322,39;5020,89;16,61
142505;Gerente de infra-estrutura de tecnologia da informação;43;5880,73;8282,71;12517,09;38,92
131315;Gerente de instituição educacional da área privada;42;3235,21;4556,64;6886,13;21,94
141615;Gerente de logística (armazenagem e distribuição);44;2121,87;2988,55;4516,38;13,69
141415;Gerente de loja e supermercado;44;1543,21;2173,53;3284,70;9,92
141415;Gerente de magazine;44;1543,21;2173,53;3284,70;9,92
141205;Gerente de manufatura;44;3337,51;4700,72;7103,87;21,55
142315;Gerente de marketing;43;5200,57;7324,74;11069,37;34,16
142315;Gerente de marketing e vendas;43;5200,57;7324,74;11069,37;34,16
142405;Gerente de materiais;43;4215,32;5937,06;8972,27;27,35
142320;Gerente de mercado;43;3145,04;4429,63;6694,20;20,4
141415;Gerente de mercearia;44;1543,21;2173,53;3284,70;9,92
141205;Gerente de montagem;44;3337,51;4700,72;7103,87;21,55
141615;Gerente de movimentação de materiais;44;2121,87;2988,55;4516,38;13,69
141305;Gerente de obras (construção civil);44;3841,39;5410,41;8176,37;24,8
131115;Gerente de ong (organização não-governamental);42;2938,92;4139,33;6255,48;19,52
142515;Gerente de operação de tecnologia da informação;42;7137,80;10053,24;15192,75;47,49
141610;Gerente de operações de correios e telecomunicações;44;3385,56;4768,39;7206,13;21,87
141420;Gerente de operações de serviços de assistência técnica;44;2332,82;3285,66;4965,38;15,06
141605;Gerente de operações de transportes;44;2703,01;3807,05;5753,33;17,4
141525;Gerente de operações de turismo;43;3307,87;4658,97;7040,77;21,46
141610;Gerente de operações e manutenção nos sistemas de correios e telecomunicações;44;3385,56;4768,39;7206,13;21,87
141605;Gerente de operações e transportes;44;2703,01;3807,05;5753,33;17,4
142115;Gerente de operações financeiras;43;3982,96;5609,81;8477,71;26,01
131120;Gerente de organização social de interesse público;41;2849,03;4012,72;6064,14;19,52
141415;Gerente de papelaria;44;1543,21;2173,53;3284,70;9,92
141520;Gerente de pensão;44;1233,58;1737,43;2625,66;7,96
141520;Gerente de pensionato;44;1233,58;1737,43;2625,66;7,96
142605;Gerente de pesquisa (tecnologia);42;7376,00;10388,74;15699,77;49,18
142605;Gerente de pesquisa e desenvolvimento (p&d);42;7376,00;10388,74;15699,77;49,18
131120;Gerente de pesquisas no ibge (instituto brasileiro de geografia e estatística);41;2849,03;4012,72;6064,14;19,52
142605;Gerente de pesquisas técnicas;42;7376,00;10388,74;15699,77;49,18
142605;Gerente de pesquisas tecnológicas;42;7376,00;10388,74;15699,77;49,18
142405;Gerente de planejamento de compras;43;4215,32;5937,06;8972,27;27,35
142205;Gerente de planejamento de salários e benefícios;43;4963,22;6990,45;10564,18;32,51
131115;Gerente de planejamento e estatística;42;2938,92;4139,33;6255,48;19,52
142705;Gerente de planejamento e manutenção;43;4291,43;6044,27;9134,28;27,98
142605;Gerente de planejamento e novos projetos;42;7376,00;10388,74;15699,77;49,18
141415;Gerente de posto de venda;44;1543,21;2173,53;3284,70;9,92
141205;Gerente de processos;44;3337,51;4700,72;7103,87;21,55
141205;Gerente de produção;44;3337,51;4700,72;7103,87;21,55
142515;Gerente de produção de tecnologia da informação;42;7137,80;10053,24;15192,75;47,49
141205;Gerente de produção e operações;44;3337,51;4700,72;7103,87;21,55
141115;Gerente de produção e operações agropecuárias;44;2287,46;3221,77;4868,84;14,71
141105;Gerente de produção e operações aqüícolas;44;2107,53;2968,36;4485,87;13,62
141305;Gerente de produção e operações da construção civil e obras públicas;44;3841,39;5410,41;8176,37;24,8
141110;Gerente de produção e operações florestais;44;2492,93;3511,17;5306,19;15,98
141120;Gerente de produção e operações pesqueiras;44;2127,62;2996,65;4528,63;13,62
141110;Gerente de produção florestal;44;2492,93;3511,17;5306,19;15,98
141115;Gerente de produção na agropecuária;44;2287,46;3221,77;4868,84;14,71
820205;Gerente de produção na fabricação de produtos de cerâmica;44;1904,54;2682,45;4053,80;12,23
820210;Gerente de produção na fabricação de produtos de vidro;44;1974,43;2780,88;4202,55;12,71
142315;Gerente de produtos;43;5200,57;7324,74;11069,37;34,16
141705;Gerente de produtos bancários;41;8002,97;11271,79;17034,26;54,69
141525;Gerente de produtos de turismo;43;3307,87;4658,97;7040,77;21,46
142510;Gerente de programação de sistema;42;8066,58;11361,38;17169,66;54,26
131210;Gerente de programas de saúde;41;5405,04;7612,73;11504,59;36,78
142605;Gerente de projeto de pesquisa;42;7376,00;10388,74;15699,77;49,18
142520;Gerente de projetos de tecnologia da informação;41;6293,54;8864,14;13395,76;43,15
142705;Gerente de projetos e serviços de manutenção;43;4291,43;6044,27;9134,28;27,98
131210;Gerente de pronto-socorro;41;5405,04;7612,73;11504,59;36,78
141615;Gerente de recebimento e expedição de materiais;44;2121,87;2988,55;4516,38;13,69
141735;Gerente de recuperação de crédito;43;3440,91;4846,35;7323,95;22,7
142205;Gerente de recursos humanos;43;4963,22;6990,45;10564,18;32,51
141610;Gerente de rede nas operações de correios e telecomunicações;44;3385,56;4768,39;7206,13;21,87
142310;Gerente de relações corporativas;42;4966,04;6994,42;10570,18;33,36
142205;Gerente de relações de recursos humanos;43;4963,22;6990,45;10564,18;32,51
142205;Gerente de relações humanas;43;4963,22;6990,45;10564,18;32,51
142205;Gerente de relações industriais;43;4963,22;6990,45;10564,18;32,51
142310;Gerente de relações institucionais;42;4966,04;6994,42;10570,18;33,36
142310;Gerente de relações públicas;42;4966,04;6994,42;10570,18;33,36
141505;Gerente de resort;44;2558,56;3603,60;5445,87;16,49
141510;Gerente de restaurante;44;1518,75;2139,09;3232,66;9,79
142110;Gerente de riscos;43;4144,18;5836,87;8820,86;27,27
142110;Gerente de riscos e seguros;43;4144,18;5836,87;8820,86;27,27
141515;Gerente de salão de café;43;1329,07;1871,94;2828,93;8,62
142525;Gerente de segurança de tecnologia da informação;42;7963,51;11216,21;16950,28;53,46
252605;Gerente de segurança empresarial;43;5068,89;7139,28;10789,10;33,36
142110;Gerente de seguros;43;4144,18;5836,87;8820,86;27,27
142705;Gerente de serviço de manutenção;43;4291,43;6044,27;9134,28;27,98
131115;Gerente de serviços culturais;42;2938,92;4139,33;6255,48;19,52
141420;Gerente de serviços de oficina (assistência técnica);44;2332,82;3285,66;4965,38;15,06
131210;Gerente de serviços de saúde;41;5405,04;7612,73;11504,59;36,78
141420;Gerente de serviços e peças;44;2332,82;3285,66;4965,38;15,06
131320;Gerente de serviços educacionais da área pública;42;2626,48;3699,26;5590,44;17,75
141610;Gerente de serviços operacionais de correios e telecomunicações;44;3385,56;4768,39;7206,13;21,87
131120;Gerente de serviços sociais;41;2849,03;4012,72;6064,14;19,52
142210;Gerente de setor de pessoal;43;2266,70;3192,54;4824,66;14,77
142210;Gerente de sistemas administrativos de pessoal;43;2266,70;3192,54;4824,66;14,77
142105;Gerente de sistemas e métodos administrativos;43;2560,59;3606,47;5450,20;16,62
141415;Gerente de supermercado;44;1543,21;2173,53;3284,70;9,92
141610;Gerente de suporte operacional de correios e telecomunicações;44;3385,56;4768,39;7206,13;21,87
142530;Gerente de suporte técnico de tecnologia da informação;43;4627,67;6517,84;9849,96;30,44
142410;Gerente de suprimentos;43;5202,92;7328,05;11074,37;33,84
142505;Gerente de teleprocessamento;43;5880,73;8282,71;12517,09;38,92
141505;Gerente de termas;44;2558,56;3603,60;5445,87;16,49
122610;Gerente de terminal em operações de armazenamento;43;11624,12;16372,00;24741,86;75,56
141605;Gerente de tráfego;44;2703,01;3807,05;5753,33;17,4
342305;Gerente de tráfego rodoviário;44;1589,17;2238,27;3382,54;10,25
141605;Gerente de transportes;44;2703,01;3807,05;5753,33;17,4
141525;Gerente de turismo;43;3307,87;4658,97;7040,77;21,46
141205;Gerente de unidade de fabricação;44;3337,51;4700,72;7103,87;21,55
141415;Gerente de utilidades (operações comerciais);44;1543,21;2173,53;3284,70;9,92
141415;Gerente de varejo;44;1543,21;2173,53;3284,70;9,92
142320;Gerente de vendas;43;3145,04;4429,63;6694,20;20,4
142320;Gerente distrital de vendas;43;3145,04;4429,63;6694,20;20,4
142115;Gerente financeiro;43;3982,96;5609,81;8477,71;26,01
142405;Gerente geral de compras;43;4215,32;5937,06;8972,27;27,35
142320;Gerente geral de vendas;43;3145,04;4429,63;6694,20;20,4
141205;Gerente industrial;44;3337,51;4700,72;7103,87;21,55
142405;Gerente nacional de compras;43;4215,32;5937,06;8972,27;27,35
142320;Gerente nacional de vendas;43;3145,04;4429,63;6694,20;20,4
141110;Gerente operacional florestal;44;2492,93;3511,17;5306,19;15,98
141115;Gerente operacional na agropecuária;44;2287,46;3221,77;4868,84;14,71
142320;Gerente regional de vendas;43;3145,04;4429,63;6694,20;20,4
142305;Gerente técnico comercial;43;2567,40;3616,06;5464,69;16,7
710115;Gerente técnico de produção (mineração);44;3123,20;4398,88;6647,72;20,16
141610;Gerente técnico nas operações de correios e telecomunicações;44;3385,56;4768,39;7206,13;21,87
141605;Gerente técnico operacional de transporte;44;2703,01;3807,05;5753,33;17,4
225180;Geriatra;22;4830,35;6803,31;10281,36;62,5
516210;Gero-sitter;42;954;1216,69;1838,70;5,86
225180;Gerontologista;22;4830,35;6803,31;10281,36;62,5
131220;Gerontólogo;42;1562,00;2200,00;3324,71;10,48
716405;Gesseiro;44;1123,22;1582,00;2390,76;7,2
716405;Gesseiro de decoração;44;1123,22;1582,00;2390,76;7,2
716405;Gesseiro de revestimento;44;1123,22;1582,00;2390,76;7,2
716405;Gesseiro forrador;44;1123,22;1582,00;2390,76;7,2
716405;Gesseiro fundidor;44;1123,22;1582,00;2390,76;7,2
716405;Gesseiro modelador;44;1123,22;1582,00;2390,76;7,2
716405;Gesseiro moldureiro;44;1123,22;1582,00;2390,76;7,2
716405;Gesseiro montador;44;1123,22;1582,00;2390,76;7,2
716405;Gesseiro plaqueiro;44;1123,22;1582,00;2390,76;7,2
261305;Gestor de documentos;43;1128,23;1589,05;2401,42;7,38
354820;Gestor de evento;43;1759,59;2478,30;3745,28;11,5
261205;Gestor de informação;40;2358,89;3322,39;5020,89;16,61
142705;Gestor de manutenção;43;4291,43;6044,27;9134,28;27,98
142110;Gestor de riscos;43;4144,18;5836,87;8820,86;27,27
252605;Gestor em segurança;43;5068,89;7139,28;10789,10;33,36
122520;Gestor em turismo (turismólogo);43;1493,86;2104,02;3179,66;9,85
252105;Gestor público (administrador);43;2989,61;4210,72;6363,37;19,81
263105;Gheshe;42;1851,01;2607,06;3939,87;12,49
225250;Ginecologista;26;5354,49;7541,53;11396,99;57,05
376215;Globista;43;1101,39;1551,25;2344,30;7,22
261530;Glossarista;42;1910,63;2691,03;4066,77;12,93
371410;Go - gentil organizador;42;954;1324,47;2001,57;6,33
377115;Golfista profissional;44;1377,40;1940,00;2931,79;8,82
513115;Governanta de hotelaria;44;1314,88;1851,94;2798,70;8,49
513105;Governanta de residência;44;954;1274,26;1925,69;5,83
513115;Governanta executiva;44;1314,88;1851,94;2798,70;8,49
828110;Gradeiro;44;954;1168,19;1765,41;5,34
262405;Grafiteiro (artes visuais);42;1460,97;2057,70;3109,66;9,69
841460;Graneador;44;975,1;1373,38;2075,50;6,26
823330;Graniteiro;44;954;1326,78;2005,07;6,03
711110;Graniteiro - na extração;44;1071,01;1508,47;2279,65;6,88
612105;Granjeiro na produção de arroz;44;954;1270,87;1920,58;5,79
612120;Granjeiro na produção de gramíneas forrageiras;44;954;1249,07;1887,63;5,7
612125;Granjeiro na produção de milho e sorgo;44;959,35;1351,19;2041,96;6,17
768705;Gravador;44;1027,71;1447,47;2187,47;6,61
262405;Gravador (artes visuais);42;1460,97;2057,70;3109,66;9,69
751115;Gravador (joalheria e ourivesaria);44;1084,99;1528,16;2309,40;6,95
766145;Gravador a ácido;44;1349,18;1900,25;2871,72;8,72
766145;Gravador com pantógrafo;44;1349,18;1900,25;2871,72;8,72
766145;Gravador de chapa;44;1349,18;1900,25;2871,72;8,72
766145;Gravador de chapas;44;1349,18;1900,25;2871,72;8,72
766145;Gravador de chapas e cilindros com ácido;44;1349,18;1900,25;2871,72;8,72
766145;Gravador de cilindros;44;1349,18;1900,25;2871,72;8,72
766115;Gravador de clichês;44;1200,93;1691,46;2556,18;7,72
766115;Gravador de clichês (madeira;44;1200,93;1691,46;2556,18;7,72
766145;Gravador de fotogravura ou de rotogravura;44;1349,18;1900,25;2871,72;8,72
712210;Gravador de inscrições em mármore;44;1203,45;1695,00;2561,53;7,7
712210;Gravador de inscrições em mármore e em pedras;44;1203,45;1695,00;2561,53;7,7
712210;Gravador de inscrições em pedra;44;1203,45;1695,00;2561,53;7,7
751115;Gravador de jóias;44;1084,99;1528,16;2309,40;6,95
768705;Gravador de lombadas de livros;44;1027,71;1447,47;2187,47;6,61
766135;Gravador de matriz calcográfica;44;1447,51;2038,75;3081,02;9,27
766115;Gravador de matriz para flexografia (clicherista);44;1200,93;1691,46;2556,18;7,72
766130;Gravador de matriz para rotogravura (eletromecânico e químico);44;1041,12;1466,36;2216,01;6,67
766140;Gravador de matriz serigráfica;44;1076,96;1516,84;2292,30;6,9
766145;Gravador de matrizes de impressão;44;1349,18;1900,25;2871,72;8,72
712215;Gravador de relevos em pedra;43;954;1177,45;1779,40;5,44
766145;Gravador de rotogravura;44;1349,18;1900,25;2871,72;8,72
752220;Gravador de vidro a esmeril;44;954;1160,20;1753,33;5,27
752225;Gravador de vidro a jato de areia;44;1099,67;1548,83;2340,64;7,04
751115;Gravador em ouriversaria;44;1084,99;1528,16;2309,40;6,95
141405;Grossista;44;954;1334,94;2017,41;6,09
711405;Gruneiro;44;954;1227,13;1854,48;5,62
622625;Guaranazeiro;44;954;999,59;1510,61;4,54
352205;Guarda ambiental;43;1955,87;2754,75;4163,05;12,86
